filename,width,height,class,xmin,ymin,xmax,ymax
Apple_49,416,416,Apple,122,201,238,314
Apple_49,416,416,Apple,82,108,190,206
Apple_49,416,416,Apple,156,68,259,169
Apple_5,416,416,Apple,174,156,326,362
Apple_50,416,416,Apple,84,72,272,266
Apple_50,416,416,Apple,40,227,195,382
Apple_51,416,416,Apple,41,61,263,352
Apple_52,416,416,Apple,168,193,240,299
Apple_53,416,416,Apple,104,240,158,313
Apple_53,416,416,Apple,122,112,181,188
Apple_53,416,416,Apple,86,155,146,231
Apple_54,416,416,Apple,168,23,219,96
Apple_54,416,416,Apple,24,166,72,239
Apple_54,416,416,Apple,25,97,70,156
Apple_54,416,416,Apple,88,156,140,230
Apple_55,416,416,Apple,137,127,192,235
Apple_55,416,416,Apple,190,142,243,243
Apple_56,416,416,Apple,181,166,240,262
Apple_56,416,416,Apple,243,61,295,148
Apple_56,416,416,Apple,134,223,178,298
Apple_57,416,416,Apple,164,134,241,236
Apple_57,416,416,Apple,258,166,335,278
Apple_57,416,416,Apple,179,241,252,359
Apple_57,416,416,Apple,84,85,154,194
Apple_57,416,416,Apple,108,236,182,342
Apple_58,416,416,Apple,212,68,359,335
Apple_58,416,416,Apple,38,69,202,340
Apple_59,416,416,Apple,256,224,352,363
Apple_59,416,416,Apple,10,41,102,176
Apple_59,416,416,Apple,80,130,178,266
Apple_59,416,416,Apple,276,52,372,185
Apple_6,416,416,Apple,139,235,269,384
Apple_6,416,416,Apple,195,95,337,251
Apple_60,416,416,Apple,130,54,230,189
Apple_60,416,416,Apple,214,117,303,237
Apple_61,416,416,Apple,110,175,253,402
Apple_61,416,416,Apple,140,56,269,224
Apple_61,416,416,Apple,270,39,408,244
Apple_62,416,416,Apple,0,188,109,349
Apple_62,416,416,Apple,232,154,329,315
Apple_62,416,416,Apple,119,54,209,198
Apple_63,416,416,Apple,119,98,195,198
Apple_63,416,416,Apple,53,184,127,300
Apple_64,416,416,Apple,105,108,205,262
Apple_64,416,416,Apple,182,184,293,349
Apple_64,416,416,Apple,36,259,134,384
Apple_65,416,416,Apple,88,84,265,363
Apple_66,416,416,Apple,259,84,399,276
Apple_66,416,416,Apple,117,88,264,298
Apple_67,416,416,Apple,208,151,302,275
Apple_68,416,416,Apple,237,168,319,282
Apple_68,416,416,Apple,149,171,230,294
Apple_69,416,416,Apple,229,5,371,219
Apple_7,416,416,Apple,225,72,305,199
Apple_7,416,416,Apple,298,188,379,319
Apple_7,416,416,Apple,52,137,134,255
Apple_7,416,416,Apple,147,169,228,293
Apple_70,416,416,Apple,91,192,182,314
Apple_71,416,416,Apple,68,79,267,355
Apple_72,416,416,Apple,155,31,235,130
Apple_72,416,416,Apple,251,15,321,105
Apple_73,416,416,Apple,240,256,366,415
Apple_73,416,416,Apple,78,116,196,278
Apple_74,416,416,Apple,62,59,196,266
Apple_74,416,416,Apple,192,114,330,325
Apple_75,416,416,Apple,177,49,358,336
Apple_76,416,416,Apple,187,212,290,373
Apple_77,416,416,Apple,140,15,327,247
Apple_77,416,416,Apple,0,93,161,348
Apple_78,416,416,Apple,0,59,94,257
Apple_78,416,416,Apple,336,79,415,299
Apple_78,416,416,Apple,222,30,342,217
Apple_79,416,416,Apple,55,95,213,305
Apple_8,416,416,Apple,329,21,398,69
Apple_8,416,416,Apple,196,110,289,172
Apple_8,416,416,Apple,141,151,223,202
Apple_8,416,416,Apple,130,318,204,363
Apple_80,416,416,Apple,47,227,147,366
Apple_80,416,416,Apple,106,104,210,252
Apple_81,416,416,Apple,113,119,189,241
Apple_81,416,416,Apple,217,128,294,236
Apple_81,416,416,Apple,290,237,379,367
Apple_81,416,416,Apple,164,285,253,391
Apple_82,416,416,Apple,70,265,152,392
Apple_82,416,416,Apple,55,107,132,234
Apple_82,416,416,Apple,184,59,263,182
Apple_82,416,416,Apple,131,160,205,283
Apple_83,416,416,Apple,231,195,301,299
Apple_83,416,416,Apple,115,209,180,315
Apple_83,416,416,Apple,153,127,225,239
Apple_84,416,416,Apple,307,184,412,334
Apple_84,416,416,Apple,221,224,336,386
Apple_85,416,416,Apple,234,167,338,309
Apple_85,416,416,Apple,119,164,230,323
Apple_86,416,416,Apple,232,94,378,306
Apple_87,416,416,Apple,284,71,403,236
Apple_87,416,416,Apple,183,124,298,277
Apple_87,416,416,Apple,22,291,137,415
Apple_88,416,416,Apple,171,253,266,400
Apple_88,416,416,Apple,57,107,158,261
Apple_89,416,416,Apple,316,108,378,183
Apple_89,416,416,Apple,254,64,311,138
Apple_89,416,416,Apple,39,295,88,367
Apple_9,416,416,Apple,83,185,269,324
Apple_90,416,416,Apple,41,93,153,288
Apple_90,416,416,Apple,275,121,415,295
Apple_90,416,416,Apple,121,169,255,349
Apple_91,416,416,Apple,200,37,260,119
Apple_91,416,416,Apple,152,85,218,166
Apple_91,416,416,Apple,135,28,203,112
Apple_92,416,416,Apple,55,156,204,363
Apple_93,416,416,Apple,33,68,210,341
Apple_94,416,416,Apple,213,131,415,415
Apple_95,416,416,Apple,269,90,387,265
Apple_95,416,416,Apple,23,77,139,253
Apple_96,416,416,Apple,27,38,98,132
Apple_96,416,416,Apple,169,19,240,110
Apple_97,416,416,Apple,86,107,250,353
Apple_98,416,416,Apple,28,39,396,409
Apple_99,416,416,Apple,238,57,403,320
Apple_99,416,416,Apple,37,77,222,370
